Epoch,Total_Loss,Classifier_Loss,Box_Loss,Objectness_Loss,RPN_Box_Loss,Precision,Recall,mAP_50,mAP
0,0.3047395881776716,0.09355881138175141,0.11459038287455983,0.06613449105883346,0.030455902300994184,0.8328041892564022,0.8433008511840488,0.8917031255021532,0.4099684603707813
1,0.19089803231113098,0.04561758994617883,0.11357310377791816,0.01542186412010707,0.01628547556260053,0.9364035240778064,0.9538174021568919,0.9776776012159267,0.49134865099715064
2,0.184006394562768,0.04370862986965507,0.11502125033853101,0.010754130977005059,0.014522383254313586,0.9570519080398923,0.9615386230469773,0.9861067754754999,0.5584336089558
3,0.1768601073646078,0.041170725544147635,0.11328828188718534,0.008931952743224945,0.013469147025698833,0.9541757590335727,0.9638526013885005,0.9877962908085864,0.5714305664446038
4,0.17006403909010046,0.039675965466920066,0.11034973871474173,0.007756612889066923,0.01228172108348386,0.9570618295840612,0.9639990296980202,0.9886967740375064,0.5876315851421958
5,0.16322488447322564,0.037608824140739204,0.1074018938576474,0.006785072329198467,0.011429093887700754,0.9558250950126519,0.9672646770787691,0.9882849589864628,0.6048071269964048
6,0.16115169197905296,0.03725614422457475,0.10615951334144555,0.006072534695632902,0.011663499279130324,0.9626964253919655,0.9634871124898476,0.9888716582012964,0.5893564879417947
7,0.15463869222531132,0.03551156749474067,0.10280044508330963,0.005763958788056876,0.010562721932051228,0.9658408830618955,0.96306448250253,0.9900907770972368,0.6102740837477326
8,0.15019458663814209,0.03473901282995939,0.10029952724774678,0.0050823369346486005,0.01007370910990764,0.9727678286947574,0.9696837955581892,0.9901690381312656,0.5773764785004839
9,0.14149685554644642,0.032656107481349915,0.09448076003030234,0.004885539081513735,0.00947444879121202,0.9683774466805819,0.9676201079596511,0.9903768275746113,0.6162644496048445
10,0.13891060942528294,0.03129596398303322,0.0938950216068941,0.004708061855304621,0.009011561754068323,0.9706343512113097,0.9666705490354538,0.9876874790298208,0.5978087618921035
11,0.13001464066260002,0.029578464744868232,0.08773168322502398,0.004090447535774871,0.008614044673010414,0.9711691437688179,0.9679784635979586,0.9910644905655616,0.6077972827609155
12,0.11914784497782296,0.026704799566490977,0.08080731394390266,0.003925412311218679,0.007710319957421983,0.969898183034839,0.9617350783046091,0.9888625977343929,0.5924270198730996
13,0.11717023897696943,0.026669447036350474,0.07947966587894104,0.0034866264026027684,0.007534500047126237,0.9703047884765289,0.964142030441798,0.9900639850892452,0.5937536400567737
14,0.10688802168941965,0.02442629244543758,0.07194882339122248,0.0036927663171024737,0.006820138831458548,0.9690088317472281,0.9613079481160796,0.9901273288262722,0.5982717905584867
15,0.09982548142765083,0.022779041882969586,0.06693703060348828,0.003607957330578025,0.006501452177854292,0.9724286750919189,0.9643479911905004,0.9906348534776483,0.6138754186177409
16,0.09149357508502755,0.021448515985599336,0.060852522943534104,0.0031165973118999425,0.006075938654533934,0.9697975612975868,0.9612817805314791,0.9884339201137552,0.6049143107720434
17,0.084068834562512,0.0198869752405467,0.05570735753166909,0.002953824356618319,0.005520677531831989,0.9722848437224195,0.959495618514329,0.99066901030155,0.6088762205764284
18,0.07890959029250286,0.01859619431015031,0.05228979301218893,0.002865037947034865,0.005158564927257306,0.9713669574229161,0.9575316126412841,0.9892303823129069,0.6149257673457527
19,0.07716776255299063,0.018180832358113692,0.051156621316776556,0.0029202272046092606,0.004910081791618437,0.9653045973326366,0.9694375154729182,0.9897490744444765,0.6103335950347786
20,0.07431125600694441,0.0175119904600376,0.049558019265532494,0.0027118628118735027,0.004529383391890602,0.974925507447885,0.9632138635019909,0.991284151167487,0.6051722582334739
21,0.06875801656176062,0.016734358160665222,0.044973293611524155,0.00266835943444212,0.004382005910955223,0.9723053244693967,0.9608984886903633,0.9895551826529045,0.5995595170356669
22,0.06444323040983256,0.015279202347657844,0.04242726030083848,0.0026177626263519166,0.004119005584952366,0.9703050277793932,0.9683323485774294,0.9895891355265367,0.6061864424265594
23,0.056719319712297586,0.013426250348999804,0.03718833258265958,0.0023242063585248796,0.003780530236077075,0.9702557134389285,0.9623394674334802,0.9903137625287342,0.6055817883537679
24,0.053449641584473497,0.012670287999379285,0.034947721689355137,0.002311127820148078,0.00352050456464948,0.9710659527578822,0.9649025515752574,0.9882495297044531,0.5931407627852866
25,0.050830721891686026,0.012439501275509303,0.03309578799149569,0.0020691122763844974,0.003226320271827646,0.97201951144706,0.9585776467844145,0.9900986052138903,0.5924754707020801
26,0.05226467896764185,0.012324640134751213,0.03438117870074861,0.0023367019765667945,0.0032221583122223176,0.9696427709966584,0.9671189291615037,0.9902480799009762,0.6086853405803708
27,0.047052561469814354,0.011666164477812309,0.030361641600143676,0.0020821851169731576,0.0029425702512026856,0.9692350885353356,0.9580081101922439,0.9868256438809524,0.6077769167798078
28,0.04316719080887589,0.010447790344044859,0.027734686565749785,0.0021677319298260937,0.0028169819703964772,0.9693774713801282,0.9647831838538663,0.9891509959493829,0.6055355433296318
29,0.04008354944195233,0.010040167308248141,0.025513416156172752,0.001888454820408358,0.0026415110869314885,0.9743526652249312,0.9688819866294902,0.9887637241164613,0.606435154664327
30,0.03789008496438756,0.009446795217181538,0.024078548557179814,0.0018171603346583615,0.0025475806032773107,0.973723522770148,0.9645472479046919,0.9881140295244124,0.6090820143112512
31,0.036683893890357484,0.008788371431257795,0.023478265869997295,0.001934641076956063,0.0024826155665020147,0.9740415802323755,0.967543440014953,0.9884568444507504,0.6136700070190593
32,0.037312183766534515,0.009147193638936561,0.023879978477078324,0.0018812761828645736,0.002403735604328925,0.9747401345780277,0.961881461540236,0.987600609192655,0.6021460662013243
33,0.03615123966672257,0.008864278900528363,0.023147066963800027,0.0018416761991901177,0.002298217471095496,0.9718369303615338,0.9615509782996519,0.9905373229599881,0.6038283770773776
34,0.03824984221993124,0.009199506744705871,0.02493245981852798,0.0017916995560631668,0.0023261759631043556,0.9709415330162484,0.9651874245434611,0.987028582851022,0.6027500755444797
35,0.03459121907750765,0.008211254274618685,0.022536298123133534,0.0016079260134503391,0.0022357408534826747,0.9724937036227768,0.9615309049447501,0.9867182439832689,0.6130460001388539
36,0.03197134967309003,0.008023012758177869,0.02015325805975818,0.0016428341466463263,0.002152244723630229,0.9752415792915572,0.9612463655775042,0.9888156101798364,0.6024074627323014
37,0.03386471688966541,0.008148340047245808,0.02182565289823448,0.0018721802227767458,0.002018543729540326,0.9749725235835474,0.9573508730797907,0.990416955051755,0.6042395182914837
38,0.032661195113962774,0.008411510432065995,0.020584525120462858,0.0016860664972245657,0.001979093083326577,0.9722021613831369,0.9614780508449798,0.9856102119518373,0.6096961310505978
39,0.030781933471706567,0.007744162498662869,0.0196892582793154,0.0014353321550480164,0.0019131804515114602,0.9716480652144668,0.9615222472058045,0.9882075733227156,0.6095355857752288
40,0.02824511369872911,0.007332025310389844,0.01777021878161559,0.0013397135594905372,0.0018031560774783,0.9748805249277803,0.9666209149450046,0.9882195144241246,0.6107009644177108
41,0.029135762293841325,0.007401716758442276,0.01835020170455762,0.0015180373915891145,0.0018658064324043545,0.9728806693774291,0.9614918372576773,0.98765087671074,0.6066388146370927
42,0.030082300615807373,0.007546153937594271,0.019242763026233983,0.0013284076222928479,0.001964975862909912,0.9745406358964301,0.9642312812198196,0.9872802633430628,0.6029024869296948
43,0.028812646884105952,0.007128564620335751,0.018541000774312838,0.0013269419230032236,0.0018161396323657577,0.9698623439454223,0.9630128903251174,0.9887587132131617,0.6057628762594967
44,0.029314037302837652,0.007221206693964846,0.018895543390410205,0.0014140689276174788,0.0017832183295075654,0.9654622258334329,0.959610655426898,0.9869155610544718,0.5948461937548651
45,0.027625942639276094,0.007114917870757042,0.01757739263349304,0.0013052579761635714,0.0016283741547251302,0.9717306206093268,0.9637114205805928,0.9856726413808194,0.6022953063381564
46,0.026255289603974306,0.006634703581677932,0.016555626913174696,0.001435968200288092,0.0016289908637511818,0.9720063661528443,0.9634501520227934,0.9873365877523673,0.6009388286370875
47,0.02552642925258945,0.00661759671992531,0.016029189185549814,0.001281085965185376,0.0015985574698824361,0.9730519404508171,0.963991336651755,0.9869283302764533,0.607088299948547
48,0.028092400590870894,0.007323019996321961,0.017736130156645588,0.0013468335978983554,0.001686416836866342,0.9714411215791193,0.9665951475160964,0.9879226156336852,0.6048363840005675
49,0.02929031786819299,0.007388602736789514,0.01888877031046386,0.0013230592140804649,0.0016898857144291932,0.9676113534474932,0.968352538296278,0.9896442088955131,0.6131538262006144
50,0.026910200167228195,0.007055326447109966,0.017021238466030826,0.001329894450535386,0.0015037409275286265,0.9727315805362897,0.9614584192601674,0.9883512889215846,0.6067974841427874
51,0.02778865946639402,0.006933150475150814,0.017931057779374076,0.0012902126939426286,0.0016342385491703217,0.9693881095607633,0.9704296494700348,0.986601205192092,0.6068359129670411
52,0.027681113786849322,0.007225509710135121,0.017746791718345062,0.0011881551976080564,0.0015206569908460712,0.968841823585524,0.9653319134393106,0.9892899332502718,0.6039478649296774
53,0.025809114744119784,0.006819781577945047,0.01637516893884715,0.0010763833545520446,0.0015377809964668226,0.9690050306032116,0.9686865562955674,0.9899658619873364,0.6137324058005162
54,0.027523195444076668,0.007076797623406439,0.017768732975145765,0.0011226660486392897,0.0015549987175629712,0.967446742928574,0.9630382466227637,0.985244998197969,0.6093002236894428
55,0.025911914166428296,0.006710811956402133,0.01637498146909125,0.0013373571115759357,0.0014887636849273216,0.9492596427408029,0.9788164566871547,0.9895219137009463,0.6110688055962357
56,0.023841960337378232,0.006399802886424404,0.015098154782226272,0.0009813656078596763,0.0013626369455938831,0.9707480772675348,0.9654440272034353,0.9894869656836,0.6107693708468055
57,0.025817451706411792,0.006763932573627315,0.016531461201535137,0.0011148434941252857,0.0014072144067362317,0.9683876479556772,0.9706073845046976,0.9897606195261595,0.6156479843963767
58,0.0250660167349612,0.006246762672055732,0.016134543015676385,0.0012123082769012043,0.0014724028462261036,0.9691955360758091,0.9682138105046737,0.9884552291717291,0.6097417103541638
59,0.02347087043830577,0.006155803881804733,0.014832941513946828,0.0010998912477196998,0.0013822338260783284,0.9706965515316044,0.9613748793386195,0.9853535405889938,0.6071159765014982
60,0.02330253474122169,0.006383386417748589,0.014459096808351722,0.0011953120584247004,0.0012647394574813399,0.9689322050659757,0.9655787327789688,0.9897262260972404,0.6134717134098875
61,0.02429890605237554,0.0066666616738646056,0.015284843980243393,0.0010579359103062684,0.0012894643900925112,0.9732729642998503,0.964373763762703,0.9874261184879327,0.613737150632614
62,0.0249048250124735,0.006643358640847545,0.015754380126428956,0.0012001897425672687,0.0013068964141055796,0.968095176725543,0.9673089408385535,0.9876557339625528,0.6087533318555662
63,0.02528446697283025,0.006500728206946423,0.016187783695903478,0.0010932023987526704,0.0015027526373445404,0.9692069954412277,0.9640487038163302,0.9866694111852078,0.6105005633912306
64,0.02418219000466314,0.006388529212962763,0.015469657951125912,0.0010636966327700636,0.0012603061845498707,0.9695415310121089,0.964541851979354,0.9889410312467661,0.6104363951183772
65,0.023942979509193524,0.006308713297852699,0.015444336760350886,0.0009313541181743893,0.0012585752119775862,0.9686317966144651,0.9662831664876597,0.9865415915945861,0.6146317801145073
66,0.02459335270538634,0.006451273371246369,0.015964344563875712,0.0008994725275460594,0.0012782621659639785,0.9710200179865668,0.9649480280488385,0.9903588862419146,0.6138014310296955
67,0.023232402426062847,0.0061714790724948345,0.014743479562229385,0.0010623361935465842,0.0012551075761781678,0.9726383659290575,0.9624805769619856,0.9872315048714123,0.611366178485294
68,0.023190997641387524,0.006372483611545142,0.014772218569894047,0.0009076578118016615,0.0011386375716777846,0.9666967815721801,0.9668375864612244,0.9899665458971496,0.6175717138917526
69,0.026263678775114173,0.0070128196247798555,0.016962826881995973,0.000955981632347068,0.0013320507229461025,0.9687339235665005,0.968035075453999,0.9856341178077981,0.6097397544735453
70,0.022535895125246515,0.006149138967670938,0.01431269844190455,0.0008891151215614038,0.001184942708099626,0.9537130924622496,0.9821408956129807,0.9899556084879214,0.6148764392923307
71,0.021908197040651358,0.00603922600538342,0.013563653700711095,0.0010560202385486086,0.001249296991862174,0.9680335724613248,0.9657942306005494,0.9861052610155032,0.6102801670515827
72,0.021812583703328583,0.006185664265763526,0.013555776583505612,0.0009018650435952141,0.0011692778161708631,0.9668588474834379,0.9697245985287193,0.9898046091726339,0.6147008509811129
73,0.022202036361776145,0.00613385795012993,0.013874042651378642,0.0011030387491593823,0.0010910969856423418,0.9683605992666022,0.9684413669797762,0.9864722776481897,0.6157906058179887
74,0.022234513113896053,0.005930253210952323,0.014278603215501005,0.000871136256903935,0.0011545204278994717,0.9675008068359244,0.9696947762051935,0.9881609237935567,0.6105639309610661
75,0.02245732341144307,0.006436026495351803,0.01394896992646596,0.0009289213353351407,0.001143405720130449,0.9679611761998415,0.9645820696598397,0.9882811197881094,0.6129177661148009
76,0.023042884034415085,0.006430618517447775,0.014554633174602892,0.0008440171121608228,0.0012136154041132506,0.9671278094585057,0.9688131600587697,0.9866122245783027,0.610102363365772
77,0.02234572663391922,0.006398223493449098,0.01427347450425812,0.000597869577213001,0.001076159179301969,0.958861979389315,0.9804322777360234,0.9885547311635616,0.6116860692721973
78,0.020721158871025432,0.005745431721009606,0.013250586978506809,0.000657382478939504,0.0010677577811293304,0.966590645256535,0.9696672234350185,0.9893080362736141,0.6146246886881372
79,0.02065785832739636,0.005857449330791247,0.013010919203653055,0.0007237141932516048,0.001065775426789461,0.9675466416891273,0.9714450805945833,0.9863337725336335,0.6134392089528851
80,0.017925586880129928,0.005094696295118946,0.011146413016260839,0.0007411175794521684,0.0009433600284597453,0.9680534435524586,0.9688086511310784,0.9894844232646709,0.6155273805073211
81,0.020284841028863892,0.005588923980408877,0.012897881505755233,0.0007999061298166862,0.0009981295397486903,0.9650012170164719,0.9708876866945868,0.9877198307233916,0.6176017838831852
82,0.020290230839129758,0.005646284361479475,0.012922040469871433,0.0007376634792878986,0.0009842425448975216,0.9666630345883971,0.9713537220488794,0.9875726495460085,0.6106562319569371
83,0.021932514840919598,0.006018981784947363,0.014028253892034876,0.0007571183097538511,0.0011281609579729026,0.9655413485034703,0.9652315509182056,0.9884640422360019,0.6108400528852161
84,0.020806520675108128,0.005594363415558987,0.013388435876763919,0.0007082711489798099,0.0011154502452186802,0.9695934886242339,0.963661254892921,0.9853670042971929,0.6118232976099671
85,0.019573144377300553,0.005333222416868689,0.012370770486692587,0.0007417618717405348,0.0011273896399835199,0.9679711060209585,0.9656394145371501,0.9871098519871995,0.6160836490027884
86,0.01808735378561359,0.0049788384018100654,0.011436280538784522,0.000718470339266145,0.0009537647017757135,0.9704793070208841,0.9687864893092483,0.9870960761126019,0.6215853685923236
87,0.019293260084939937,0.00543610705062747,0.012053518884760491,0.0008322698695159416,0.0009713643960946915,0.9667691363701834,0.9734482200699336,0.9875662776206158,0.6166283769030227
88,0.017672538492536426,0.0050124698912030925,0.010918787589260176,0.0008330389360779401,0.0009082421841894221,0.9669885712186677,0.96515929054327,0.9888346047568248,0.6181837389849905
89,0.019569546395145795,0.0056472526470600975,0.012353460340961521,0.00063025030894827,0.0009385829788002678,0.9647545650617263,0.9675774293266706,0.9877160445971697,0.6127130819930517
90,0.02131622204301404,0.005964800516855629,0.013644672126746644,0.0006846729858950187,0.0010220764781800373,0.9679362119261126,0.965583576033993,0.9880981908772349,0.6109120069364832
91,0.019745270739875587,0.005457219852627639,0.012655272988565997,0.0006473914568678261,0.0009853863425543714,0.9689654036369659,0.9596779646004698,0.9869738784195596,0.6041436301135705
92,0.021730033845147666,0.005906422353148752,0.014079849664852316,0.0007122346659718245,0.0010315271022537833,0.9665046304513115,0.9647840981921563,0.9878148338162164,0.6112978630819739
93,0.02231008228024139,0.006296488116312699,0.014200477166941353,0.0006951693323179486,0.00111794769227523,0.9671291171707845,0.9653576139441578,0.9832724978908074,0.611863056968763
94,0.019630381910532128,0.005514029162369815,0.012489482586947726,0.0006466104771200608,0.00098025963662247,0.9586894257238305,0.9803726543514022,0.9897147020399182,0.6113620479391211
95,0.01790238428386111,0.005275831188020461,0.011156860602033488,0.0005665520316588478,0.0009031404162455789,0.9598840660235908,0.9729054484032145,0.9893670996712886,0.6139425185235745
96,0.016241652206243837,0.005017144021158125,0.00975856783471125,0.0007204011749041349,0.0007455390752475782,0.9658971563779025,0.9740014844161493,0.9860699408088123,0.6143695943722427
97,0.017343787540334697,0.005156947813435074,0.010669718094754452,0.0007011812662776542,0.0008159403705754884,0.9630907474014289,0.9682012438013334,0.9886102976231138,0.6229846330240678
98,0.016787351939973293,0.00479509135680821,0.010432993988597802,0.0006356338003659438,0.0009236327730867939,0.9631526976847299,0.969344276722801,0.9872785754571392,0.6111444813076824
99,0.017430969313079237,0.005141454550218494,0.010875845962551003,0.0006329816241144299,0.0007806870922007982,0.9684471475164271,0.9681542178583235,0.9862968389054494,0.615852021765416
